,Titles,Links,Author,Content
58,How is the cold winter weather affecting those of us with long covid?,https://connect.mayoclinic.org/discussion/how-is-the-cold-winter-weather-affecting-those-of-us-with-long-covid/,ronag @ronag,"I was diagnosed with Covid-19 in April 2022, and this is my first winter coping with the symptoms. I find my breathing is more difficult with the onset of colder weather. I get short of breath very easily while outside despite my twice daily Pulmicort and Ventolin as needed. Has anyone else experienced this? A scarf/mask over my mouth and nose help, but not completely. Any other suggestions? "
59,"COVID, Paxlovid and other treatments for COVID",https://connect.mayoclinic.org/discussion/covid-and-paxlovid/,dmbteach222 @dmbteach222,Hello-
60,Anyone have insomnia as symptom of COVID-19?,https://connect.mayoclinic.org/discussion/any-have-insomnia-as-symptom-of-covid-19/,mkqq @mkqq,"Hi all,"
61,Continuous tummy pain post covid,https://connect.mayoclinic.org/discussion/continuous-tummy-pain-post-covid/,preocupada @preocupada,"My 13 year old tested positive for COVID on the 1st of May 2022, symptoms were: nausea, vomiting, diarrhea, tummy pain, headache, sore throat, caugh, flem. Around the 10th day her tummy started hurting more, specifically in two areas left and right of bellybutton, took her to A&E sent home with pain killers, no tests; week later returned to A&E, tested for Multisystem inflammatory syndrome, came back negative, sent home with more pain killers. Pediatrician did number of tests: boold, urine, stool, porphyria, helicobacter & tomography all seem to be fine or negative. Sent to digestive Dr, Dr did additional stool samples to test for blood and inflammation in intestines. Faecal calprotectin was 62.3 (normal values 26 – 50). Digestive Dr did no more tests. Told to see a psychologist so they could train her to increase her pain tolerance. 1 month later returned to A&E as pain intensified, on the third day in hospital had ultrasound, signs of fluid and partially swollen appendix,  appendix removed se day, more tests done in hospital all seemed normal. Since then had tummy infiltration as Dr's believed tummy problems due to abdominal wall, only caused more pain that subsided after 5-6 days, initial pain still remains.  Referred to Digestive again, Dr doing more tests, pending endoscopy. My daughter is in continuous pain all day long, when she eats or drinks her pain intensifies, ends up vomiting due to the pain"
62,Post COVID for 21 months now and still declining,https://connect.mayoclinic.org/discussion/post-covid-for-21-months-now-and-still-declining/,infosecdad @infosecdad,"Hello,
I'm a mid-40s male in good health (or was). I contracted COVID in Oct 2020 and never recovered from it. I had what they called a ""mild"" case where my blood oxygen level didn't drop below 90% and I wasn't hospitalized. I had a fever for about two weeks, migraines, and numerous varying symptoms over that period of isolation. Once I finally got out of isolation, I still encountered heavy fatigue, muscle weakness, and heavy inflammation. I teach computer science and cybersecurity at a small university and consult on the side. I was missing 2-3 days of class a week due to an inability to function well enough to lecture. I was sent to the ER twice, once due to possible stroke and again for a kidney stone (never had one before in my life)."
63,Post COVID and signals of measles,https://connect.mayoclinic.org/discussion/post-covid-and-signals-of-measles/,briandube @briandube,"Hi, has anyone in this group presented any signs or tested positive for measles during this long covid stage? "
64,Did your Blood Pressure increase after COVID?,https://connect.mayoclinic.org/discussion/blood-pressure-2/,chrisvan24 @chrisvan24,Has  anyones blood pressure increase huge after having covid?
65,Covid-19 Quad muscle pain,https://connect.mayoclinic.org/discussion/covid-19-quad-muscle-pain/,Ludwig Habada @lhabada,"Has anyone experienced issues with pain in both quad muscles after contracting covid?  My care giver told me that there has not been enough time and research to figure out what remedy there is, if any to this problem. Not only do I have pain at all times, but my balance has not been the same since!  Your thoughts?"
66,Do I need Trelegy for Long Covid Shortness of Breath ,https://connect.mayoclinic.org/discussion/do-i-need-trelegy-for-long-covid-shortness-of-breath/,sarahying @sarahying,"Hello Everyone, I am new here and glad to find a group people who may understand me. 52, female. I got COVID in July, 2022. After three days with high fever and very bad throat pain, then I felt better and just like a common cold symptom. However, three weeks later, I felt heart beat increased and shortness of breath. My SPO2 was around 95. Since then I started to use Symbicort 80/4.5 irregularly, on and off for two months. (A Pulmonologist prescribed for me .)The symptoms are easy flare up if I caught a cold or stressful with my life.  My Plethysmography Report shows FEV1/FVC was 0.81. The doctor said not normal but not too bad. Last week, I went to a POST COVID program and the doctor there gave me Trelegy 200. Has anyone ever tried this one with Shortness of Breath? I feel it is too strong especially I haven't used a higher dose Symbicort yet. If I use Trelegy which is the highest level inhaler for Asthma, what can I use if the symptom get worse down the road?"
67,Deep Breathing & Mindfulness Class: Anyone else having success?,https://connect.mayoclinic.org/discussion/deep-breathing-and-mindfulness-educational-class/,baker00l @baker00l,"Wow! I am seeing visible endurance benefits from doing the 20 minutes deep breathing and mindfulness session every day before breakfast and before dinner. This was recommended in the 2 day educational class that I attended at Mayo, and I can see why. In fact, I ADDED a third mindfulness session in the middle of the day, immediately before I was going out for dinner with my family. What a difference that made in my enjoyment of the meal and visit! Is anyone else having similar experiences with the mindfulness/deep breathing?"
68,Many Long Post Covid Symptoms ,https://connect.mayoclinic.org/discussion/many-long-post-covid-symptoms/,briandube @briandube,"Hi,"
69,Asthma Post-Covid (with no history of asthma),https://connect.mayoclinic.org/discussion/asthma-post-covid-with-no-history-of-asthma/,avc529 @avc529,"I was diagnosed with an asthmatic reaction post-Covid back in August 2022. I had Covid in late July and went on paxlovid. Then about five days or so after the last dose of that started with shortness of breath. Upon going to urgent care and my doctor for a couple of weeks trying to to get it figured out, I then went to pulmonologist and was told by him that I have had an asthmatic reaction post-Covid. I do not have a history of asthma though, but have had some episodes of bronchitis a few times. Just wondering if anybody else has had this happen. I am on a steroid inhaler for at least until I see him again after Thanksgiving. "
