content_index,score,preferred_name,cui
21,5.18,>5,C0439084
21,5.18,Alive (finding),C2584946
21,5.18,Always (frequency),C2003902
21,5.18,Backward (qualifier value),C0439781
21,5.18,Etiology aspects,C0015127
21,5.18,Knowledge acquisition,C0013621
21,5.18,Love,C0024028
21,5.18,Mental concentration,C0086045
21,5.18,Negation,C1518422
21,5.18,Numbers,C0237753
21,5.18,Nurse Administrator,C0028652
21,5.18,Practice Experience,C0237607
21,5.18,RESF1 gene,C1824356
21,5.18,Reaching,C2584321
21,5.18,Retained,C0333118
21,5.18,Seating,C1283233
21,5.18,Survivors,C0206194
21,5.18,T prime,C2603360
21,5.18,Take,C1515187
21,5.18,Then,C1883708
21,5.18,forgetting,C0598853
21,5.18,stress reduction,C0679002
21,5.18,utilization qualifier,C0042153
21,3.98,Hold (action),C1948035
21,3.75,Registered nurse,C0687673
21,3.75,Wakefulness,C0043012
21,3.68,Dietary Nickel,C2348274
21,3.68,Quite Often,C3897807
21,3.68,per second,C0565930
21,3.64,Egg Laying,C1622979
21,3.64,Somalia,C0037640
21,3.61,Sleep,C0037313
21,3.6,Crisis,C0231224
21,3.59,48,C4319608
21,3.59,Beginning,C0439659
21,3.59,Good,C0205170
21,3.59,Health Professional,C1704312
21,3.59,Restart,C1514902
21,3.55,Count,C0750480
21,3.55,Head - Component of Device,C1706305
21,3.55,Term (lexical),C1705313
21,3.54,Interested,C0543488
21,3.54,Learning,C0023185
21,3.54,Lupus erythematosus tumidus,C0406636
21,3.54,New,C0205314
21,3.5,Few,C0205388
21,3.5,Full,C0443225
21,3.5,Now (temporal qualifier),C1948052
21,3.49,mental health,C0025353
21,3.48,"Dizziness, CTCAE 3.0",C1963093
21,3.46,Major,C0205164
21,3.46,Two,C0205448
21,3.45,Repeat Pattern,C1547730
21,3.43,Geographic Locations,C0017446
21,3.43,meditation,C0150277
21,3.42,Seasons,C0036497
21,3.42,Techniques,C0449851
22,22.57,Iodides,C0021966
22,15.57,Tryptophanase,C0041260
22,14.52,"Thinking, function",C0039869
22,14.37,Malaysia,C0024552
22,11.41,Venezuela,C0042469
22,10.91,Feelings,C1527305
22,10.42,S prime,C2603362
22,10.42,Since,C1711239
22,7.01,New,C0205314
22,6.9,Out (direction),C0439787
22,5.18,Craving,C0870371
22,5.18,Departure - action,C1706081
22,5.18,Experimental Finding,C2825141
22,5.18,Fear (Mental Process),C0015726
22,5.18,Finding,C0243095
22,5.18,GDC Tissue or Organ of Origin Terminology,C5206934
22,5.18,Life,C0376558
22,5.18,Now (temporal qualifier),C1948052
22,5.18,Professional Counselor,C1571885
22,5.18,friend,C0079382
22,4.12,Natural parent,C0337465
22,3.98,Hardness,C0018599
22,3.98,RESF1 gene,C1824356
22,3.68,No Information Available,C1546437
22,3.68,Problems - What subject filter,C1546466
22,3.68,Registered nurse,C0687673
22,3.68,Wounds and Injuries,C0043251
22,3.68,Youth,C0087178
22,3.68,reality,C0871222
22,3.64,A Lot of the Time,C3900172
22,3.61,Pain,C0030193
22,3.59,Feeling tired,C0849970
22,3.59,Hearing,C0018767
22,3.57,Coping Behavior,C0009967
22,3.57,Difficulty reaching,C0560524
22,3.57,Flow,C0806140
22,3.57,Foundation for the Accreditation of Cellular Therapy,C4522252
22,3.57,Pandemics,C1615608
22,3.57,Psyche structure,C0229992
22,3.57,Stem of Organ,C1186763
22,3.56,Entity,C1551338
22,3.56,Exist,C2987476
22,3.56,Fostering,C0242298
22,3.56,Speech,C0037817
22,3.56,System,C0449913
22,3.56,Type - attribute,C0332307
22,3.55,Trapped,C3853505
22,3.5,*Constant,C1547014
22,3.5,Esthesia,C0036658
22,3.5,In the past,C1444637
22,3.5,Right,C0205090
22,3.5,Whole,C0444667
22,3.48,Cleaning (activity),C1947930
22,3.47,alone - group size,C0679994
22,3.44,Persons,C0027361
22,3.43,"Examiner, Medical",C0025082
22,3.43,Intramuscular Route of Drug Administration,C1556154
22,3.43,Same,C0445247
22,3.43,Home environment,C0442519
22,3.43,M+ (tumor staging),C0441923
22,3.42,Abandonment,C0870084
22,3.41,Cessation of life,C0011065
22,3.4,Problem,C0033213
23,33.04,Iodides,C0021966
23,14.25,Malaysia,C0024552
23,7.02,Work,C0043227
23,5.18,Eye,C0015392
23,5.18,Hearing,C0018767
23,5.18,News [Publication Type],C0282425
23,5.18,Panic,C0030318
23,5.18,RESF1 gene,C1824356
23,5.18,Removed,C0849355
23,5.18,home health encounter,C1553498
23,3.68,Crying,C0010399
23,3.68,Goes <invertebrate>,C1947959
23,3.63,Anxiety,C0003467
23,3.6,sick to stomach,C0848290
23,3.57,Animal hide,C1719994
23,3.57,Back,C0004600
23,3.57,Disease Outbreaks,C0012652
23,3.57,Room number:Location:Point in time:^Patient:Nominal,C1716535
23,3.57,day,C0439228
23,3.56,Works at home,C0557392
23,3.56,Abstract thinking ability,C0459920
23,3.56,Beginning,C0439659
23,3.56,GORAB gene,C1822658
23,3.55,Then,C1883708
23,3.55,"Thinking, function",C0039869
23,3.55,Time,C0040223
23,3.54,Top (position),C1704458
23,3.5,Respiration,C0035203
23,3.48,Bad,C0205169
23,3.45,Organization unit type - Long Term Care,C1547194
23,3.44,Now (temporal qualifier),C1948052
23,3.44,Upon - dosing instruction fragment,C1720176
23,3.43,DIAPH3 wt Allele,C4321249
23,3.43,Registered nurse,C0687673
23,3.42,Sleep,C0037313
23,3.42,Dietary Nickel,C2348274
23,3.42,Right,C0205090
23,3.42,Always (frequency),C2003902
23,3.42,Psyche structure,C0229992
24,11.92,Iodides,C0021966
24,5.18,Else,C3842296
24,5.18,Fear (Mental Process),C0015726
24,5.18,Pharmacist,C0031323
24,3.68,10%,C3842590
24,3.68,June,C3829443
24,3.68,Pharmaceutical Preparations,C0013227
24,3.68,Time,C0040223
24,3.63,Order (document),C1705175
24,3.57,Antidepressive Agents,C0003289
24,3.57,Does run (finding),C0600140
24,3.57,Removed,C0849355
24,3.56,medication Issue,C1657765
24,3.55,"Examiner, Medical",C0025082
24,3.55,Nardil,C0701388
24,3.55,Work,C0043227
24,3.52,Call (Instruction),C1947967
24,3.5,Difficult (qualifier value),C0332218
24,3.5,R prime,C2603358
24,3.5,Singular,C0205171
24,3.48,Dorsal,C0205095
24,3.48,Upon - dosing instruction fragment,C1720176
24,3.44,30%,C3842588
24,3.44,Malaysia,C0024552
24,3.44,Registered nurse,C0687673
24,3.42,Same,C0445247
24,3.42,This (eukaryote),C1080058
25,48.66,Iodides,C0021966
25,15.79,Tryptophanase,C0041260
25,11.58,Feelings,C1527305
25,8.28,RESF1 gene,C1824356
25,7.25,Time,C0040223
25,5.18,Does move,C0578671
25,5.18,Finding,C0243095
25,5.18,Removed,C0849355
25,5.18,Sleep,C0037313
25,5.18,T prime,C2603360
25,5.18,Very Difficult,C3843353
25,5.18,Walking (activity),C0080331
25,3.65,Registered nurse,C0687673
25,3.59,Back,C0004600
25,3.57,Entity,C1551338
25,3.57,Feeling hopeless,C0150041
25,3.56,M NOS ANTIBODY,C0369637
25,3.55,Work,C0043227
25,3.55,forgetting,C0598853
25,3.5,day,C0439228
25,3.46,Now (temporal qualifier),C1948052
25,3.46,Right,C0205090
25,3.45,Normal,C0205307
25,3.45,R prime,C2603358
26,27.22,To,C1883351
26,10.81,Iodides,C0021966
26,10.42,Feelings,C1527305
26,10.42,RESF1 gene,C1824356
26,7.49,Commuting,C0009487
26,7.49,Hospitals,C0019994
26,7.49,Weekly,C0332174
26,7.43,Make - Instruction Imperative,C1881534
26,7.4,Dosage,C0178602
26,7.36,Then,C1883708
26,7.31,Pharmaceutical Preparations,C0013227
26,7.21,Fear (Mental Process),C0015726
26,7.13,Only - dosing instruction fragment,C1720467
26,6.97,High risk of,C0332167
26,5.18,5-6 hours,C4699575
26,5.18,Complete,C0205197
26,5.18,Etiology,C1314792
26,5.18,Exhaustion,C0392674
26,5.18,Foundation for the Accreditation of Cellular Therapy,C4522252
26,5.18,Give - dosing instruction imperative,C1947971
26,5.18,High,C0205250
26,5.18,Immune system,C0020962
26,5.18,Needs,C0027552
26,5.18,Negation,C1518422
26,5.18,Risk,C0035647
26,5.18,Status post,C0231290
26,5.18,Take,C1515187
26,5.18,Test Result,C0456984
26,5.18,home health encounter,C1553498
26,5.18,obliterated,C0700134
26,4.12,days/week,C0677547
26,3.75,Registered nurse,C0687673
26,3.68,Discomfort,C2364135
26,3.68,month,C0439231
26,3.63,Time,C0040223
26,3.61,Catch - Finding of sensory dimension of pain,C0231617
26,3.57,Ambulatory Care Facilities,C0002424
26,3.57,Deterioration of status,C1279889
26,3.57,Done (qualifier value),C1272695
26,3.57,GORAB gene,C1822658
26,3.57,Injury wounds,C0043250
26,3.57,Roof physical object,C0557685
26,3.56,week,C0439230
26,3.55,Does sit,C0728713
26,3.54,Coping Behavior,C0009967
26,3.53,wait,C1610166
26,3.5,Usual,C3538928
26,3.47,Hope (emotion),C0392347
26,3.46,Administration of medication,C3469597
26,3.43,Associated with,C0332281
26,3.42,Communicable Diseases,C0009450
26,3.42,Recent,C0332185
26,3.42,Removed,C0849355
26,3.42,Right,C0205090
27,7.3,Iodides,C0021966
27,5.18,Feelings,C1527305
27,5.18,GDC Treatment Outcome Terminology,C5202850
27,5.18,Registered nurse,C0687673
27,5.18,Supportive assistance,C1521721
27,5.18,Vision,C0042789
27,5.18,friend,C0079382
27,3.63,Miss - Title,C2349206
27,3.48,No Information Available,C1546437
27,3.48,Right,C0205090
27,3.47,NCKIPSD wt Allele,C3273411
28,10.42,Feelings,C1527305
28,10.42,Tryptophanase,C0041260
28,8.28,Entity,C1551338
28,7.69,Normal,C0205307
28,7.22,Foundation for the Accreditation of Cellular Therapy,C4522252
28,7.17,Time,C0040223
28,7.15,Esthesia,C0036658
28,7.14,Etc.,C1548556
28,7.11,Negation,C1518422
28,7.02,Present,C0150312
28,5.18,Emotions,C0013987
28,5.18,Finding,C0243095
28,5.18,Flowers,C0330090
28,5.18,Has difficulty doing (qualifier value),C1299586
28,5.18,Judgment,C0022423
28,5.18,Needs,C0027552
28,5.18,Personal appearance,C0233426
28,5.18,Persons,C0027361
28,5.18,Rain,C0034640
28,5.18,Reading (activity),C0034754
28,5.18,Reside,C2982691
28,5.18,Right,C0205090
28,5.18,Supportive assistance,C1521721
28,5.18,Taken,C1883727
28,5.18,The Sun,C0376223
28,5.18,"Thinking, function",C0039869
28,3.98,Beginning,C0439659
28,3.98,Take,C1515187
28,3.79,Cloudy,C0205406
28,3.68,Life Style,C0023676
28,3.68,Registered nurse,C0687673
28,3.68,TYRO3 gene,C1367457
28,3.68,Venezuela,C0042469
28,3.68,meditation,C0150277
28,3.64,Deeply,C3843505
28,3.64,One thing,C3843087
28,3.6,Long,C0205166
28,3.6,Very,C0442824
28,3.59,And,C1515981
28,3.59,Disconnection,C1880354
28,3.59,Does walk,C0600108
28,3.59,Love,C0024028
28,3.59,Month of May,C3812381
28,3.59,Relate - vinyl resin,C0163712
28,3.56,Household composition,C0595998
28,3.56,Listening,C2584303
28,3.56,Nature,C0349590
28,3.56,Sound - physical agent,C0037709
28,3.56,wave - physical agent,C0678544
28,3.55,Medical Device Break,C1881704
28,3.5,Blue color,C1260957
28,3.5,Books,C0006002
28,3.5,Current (present time),C0521116
28,3.5,Improving (qualifier value),C1272745
28,3.5,Iodides,C0021966
28,3.5,R prime,C2603358
28,3.48,Living Alone,C0439044
28,3.47,Compassion,C0242270
28,3.45,Information,C1533716
28,3.44,Certain (qualifier value),C0205423
28,3.44,Clarity,C0486588
28,3.43,part of,C1292711
28,3.43,Actual,C0237400
28,3.43,Freedom,C0016694
28,3.43,Life,C0376558
28,3.43,reframing,C0871878
28,3.42,Eye,C0015392
28,3.42,Regardless,C3641650
29,11.92,GDC Treatment Outcome Terminology,C5202850
29,7.61,RESF1 gene,C1824356
29,5.18,Follow - dosing instruction imperative,C1719822
29,5.18,Forced,C0443221
29,5.18,Stress,C0038435
29,5.18,"Thinking, function",C0039869
29,3.68,NI+,C3869926
29,3.68,Rule (guideline),C0870077
29,3.64,This (eukaryote),C1080058
29,3.63,Long,C0205166
29,3.55,home health encounter,C1553498
29,3.5,Now (temporal qualifier),C1948052
29,3.5,Right,C0205090
29,3.48,Approximate,C0332232
29,3.44,Registered nurse,C0687673
29,3.42,Summer,C0241301
30,10.42,Tryptophanase,C0041260
30,8.28,put - instruction imperative,C1882509
30,7.7,Guilt,C0018379
30,7.57,Iodides,C0021966
30,7.49,Work,C0043227
30,7.3,parent,C0030551
30,5.18,Ability,C0085732
30,5.18,Approximate,C0332232
30,5.18,Feelings,C1527305
30,5.18,Health Personnel,C0018724
30,5.18,Hypertensive disease,C0020538
30,5.18,Leave of Absence Supply,C1555555
30,5.18,Live - Specimen Condition,C1548795
30,5.18,Myocardial Infarction,C0027051
30,5.18,Offspring,C0680063
30,5.18,Overcome,C2983310
30,5.18,Receiving home tuition (finding),C0578822
30,5.18,Sibling,C0037047
30,5.18,Very,C0442824
30,5.18,husband,C0242664
30,3.98,Concern,C2699424
30,3.98,Take,C1515187
30,3.68,No Information Available,C1546437
30,3.68,Registered nurse,C0687673
30,3.68,Reparative closure,C0185003
30,3.68,Works at home,C0557392
30,3.63,year,C0439234
30,3.59,One,C0205447
30,3.57,Time,C0040223
30,3.55,First (number),C0205435
30,3.5,R prime,C2603358
30,3.5,School,C0036375
30,3.48,Few,C0205388
30,3.47,Risk,C0035647
30,3.47,resentment,C0679111
30,3.42,Malaysia,C0024552
30,3.42,Pandemics,C1615608
30,3.42,Workplace,C0162579
31,15.79,Tryptophanase,C0041260
31,10.9,Residential flat,C0457933
31,10.89,Persons,C0027361
31,10.42,Approximate,C0332232
31,7.21,Negation,C1518422
31,7.17,Neighbor,C1553702
31,6.96,Same,C0445247
31,5.18,Else,C3842296
31,5.18,Meaning,C0876919
31,5.18,RESF1 gene,C1824356
31,5.18,Sharing (Social Behavior),C0237876
31,5.18,Visit,C0545082
31,5.18,home health encounter,C1553498
31,3.98,Beginning,C0439659
31,3.98,Victim of abuse finding,C0562381
31,3.75,Registered nurse,C0687673
31,3.72,Social Distance,C0037412
31,3.68,Building structure,C1999269
31,3.68,System,C0449913
31,3.59,Much,C4281574
31,3.59,Possible diagnosis,C2362652
31,3.57,shared attribute,C1522138
31,3.56,Flow,C0806140
31,3.54,Air (substance),C0001861
31,3.54,funerals,C0870591
31,3.5,Heating,C0018851
31,3.5,Right,C0205090
31,3.43,Constant (qualifier),C1948059
31,3.43,Family member,C0086282
31,3.42,Can Do Very Little,C3844126
31,3.42,Strangers,C2371722
31,3.42,Closed,C0587267
31,3.42,Recent,C0332185
31,3.42,Essential,C0205224
31,3.42,Numerous,C0439064
31,3.42,Removed,C0849355
31,3.42,day,C0439228
32,15.7,Iodides,C0021966
32,10.42,Finding,C0243095
32,10.42,Started,C1272689
32,10.42,Tryptophanase,C0041260
32,7.61,day,C0439228
32,7.16,spring (season),C0241232
32,7.02,Time,C0040223
32,6.91,Present,C0150312
32,5.18,Always (frequency),C2003902
32,5.18,Crossed (qualifier value),C0205203
32,5.18,Feelings,C1527305
32,5.18,Fingers,C0016129
32,5.18,Needs,C0027552
32,5.18,One,C0205447
32,5.18,Packing material,C1289829
32,5.18,Personal appearance,C0233426
32,5.18,Positive Finding,C1514241
32,5.18,RESF1 gene,C1824356
32,5.18,Stop (qualifier value),C2746065
32,5.18,Taken,C1883727
32,5.18,Vision,C0042789
32,3.98,Excitation,C0549255
32,3.98,wait,C1610166
32,3.68,Forward,C0439780
32,3.68,No Information Available,C1546437
32,3.68,Venezuela,C0042469
32,3.65,Registered nurse,C0687673
32,3.63,Cleaning (activity),C1947930
32,3.63,Clothing,C0009072
32,3.62,Clean-up,C3841937
32,3.59,All,C0444868
32,3.57,Yard British,C2349166
32,3.57,reality,C0871222
32,3.56,Preparation,C1521827
32,3.55,Numbers,C0237753
32,3.53,Entity,C1551338
32,3.5,Right,C0205090
32,3.48,Long,C0205166
32,3.48,Sometimes,C1998882
32,3.48,Winter,C0241737
32,3.44,COVID-19,C5203670
32,3.44,Depressed mood,C0344315
32,3.44,Etc.,C1548556
32,3.44,Has focus,C1285542
32,3.44,Uncertainty,C0087130
32,3.43,Home environment,C0442519
32,3.43,Malaysia,C0024552
32,3.43,Small,C0700321
32,3.43,Summer,C0241301
32,3.42,Case (situation),C0868928
33,119.44,Iodides,C0021966
33,59.74,To,C1883351
33,16.72,Malaysia,C0024552
33,15.15,Assisted (qualifier value),C1269765
33,10.69,"Thinking, function",C0039869
33,10.63,per year,C0439508
33,10.39,Comprehension,C0162340
33,10.27,objective (goal),C0018017
33,10.15,Changing,C0392747
33,10.02,Negation,C1518422
33,9.91,Persons,C0027361
33,9.67,Mental concentration,C0086045
33,9.67,Present,C0150312
33,9.67,Psyche structure,C0229992
33,7.14,Now (temporal qualifier),C1948052
33,6.98,Exist,C2987476
33,6.74,Work,C0043227
33,6.68,isolation aspects,C0220862
33,6.67,Right,C0205090
33,6.65,Better,C0332272
33,6.63,Dorsal,C0205095
33,6.47,Fruit,C0016767
33,4.81,Add - instruction imperative,C1883712
33,4.81,Case (situation),C0868928
33,4.81,Chairperson,C1524106
33,4.81,Creation,C1706214
33,4.81,Eating,C0013470
33,4.81,Exercise,C0015259
33,4.81,Finding,C0243095
33,4.81,Forced,C0443221
33,4.81,Foundation for the Accreditation of Cellular Therapy,C4522252
33,4.81,Home environment,C0442519
33,4.81,In the past,C1444637
33,4.81,Instance,C1550608
33,4.81,Intention - mental process,C0162425
33,4.81,Last,C1517741
33,4.81,Lecture,C0376683
33,4.81,Malignant Fibrous Histiocytoma,C0334463
33,4.81,Medicine,C0025118
33,4.81,Mental Suffering,C0683278
33,4.81,More,C0205172
33,4.81,Needs,C0027552
33,4.81,Night time,C0240526
33,4.81,Out (direction),C0439787
33,4.81,Pandemics,C1615608
33,4.81,Push - dosing instruction imperative,C1719958
33,4.81,Quiet,C0439654
33,4.81,Room number:Location:Point in time:^Patient:Nominal,C1716535
33,4.81,SAFE-Biopharma Standard,C4684764
33,4.81,Simple,C0205352
33,4.81,Sometimes,C1998882
33,4.81,Stop (qualifier value),C2746065
33,4.81,Take,C1515187
33,4.81,Time,C0040223
33,4.81,Treatment Step,C1704379
33,4.81,Wound Healing,C0043240
33,4.81,doubt,C0870444
33,3.69,Downward,C0205104
33,3.69,Practice Experience,C0237607
33,3.55,Justice,C0022437
33,3.51,Goal achieved,C1272277
33,3.42,Able (finding),C1299581
33,3.42,Entity,C1551338
33,3.42,Hope (emotion),C0392347
33,3.42,Importance Rating Score 0,C4084912
33,3.42,No Information Available,C1546437
33,3.42,Potential,C3245505
33,3.42,Priorities,C0439607
33,3.42,Slow,C0439834
33,3.42,sweetness,C0678582
33,3.42,warming process,C0687712
33,3.38,A Lot of the Time,C3900172
33,3.38,ACTG2 wt Allele,C1704930
33,3.38,Sitting position,C0277814
33,3.37,Respiration,C0035203
33,3.35,Lanugo,C0423866
33,3.34,New-Fill,C1435468
33,3.34,Attempt,C1516084
33,3.34,Does turn (finding),C0541749
33,3.34,Left,C0205091
33,3.34,Unexpected,C4055646
33,3.33,COVID-19,C5203670
33,3.33,Means,C1704970
33,3.33,Registered nurse,C0687673
33,3.33,Soak Administration,C1549544
33,3.32,Life Experiences,C0023672
33,3.31,Air (substance),C0001861
33,3.31,Details,C1522508
33,3.31,Dreams,C0013117
33,3.31,Esthesia,C0036658
33,3.31,Experience,C0596545
33,3.31,Immunogenicity Specimen Assessments Domain,C3812801
33,3.31,Piece Unit,C2982836
33,3.31,Self,C0036588
33,3.31,while,C0750519
33,3.3,Catalyst,C0175921
33,3.3,Has focus,C1285542
33,3.3,New,C0205314
33,3.3,Personal appearance,C0233426
33,3.3,Positive Finding,C1514241
33,3.3,Routine,C0205547
33,3.3,All,C0444868
33,3.3,Occur (action),C1709305
33,3.3,Then,C1883708
33,3.3,Together,C1883357
33,3.3,put - instruction imperative,C1882509
33,3.29,Lot Number,C1115660
33,3.28,Feelings,C1527305
33,3.27,Loss,C1517945
33,3.25,Act Relationship Subset - previous,C1552607
33,3.25,Few,C0205388
33,3.25,Strategy,C0679199
33,3.25,Unit Of Measure Prefix - micro,C1553035
33,3.23,Bitter,C0235290
33,3.23,Frequently,C0332183
33,3.23,Lifelong,C4274169
33,3.23,Singular,C0205171
33,3.21,Treatment Plan,C0599880
33,3.2,This (eukaryote),C1080058
33,3.19,reality,C0871222
33,3.18,Awareness,C0004448
33,3.18,Future,C0016884
33,3.18,Life,C0376558
33,3.18,Numerous,C0439064
33,3.18,World,C2700280
33,3.18,Distal (qualifier value),C0205108
33,3.18,Has difficulty doing (qualifier value),C1299586
34,15.51,Iodides,C0021966
34,5.18,Approximate,C0332232
34,5.18,Masks,C0024861
34,5.18,Protective gloves,C0206069
34,5.18,Somalia,C0037640
34,5.18,Spreading (qualifier value),C0332261
34,5.18,Too long,C4699705
34,5.18,Worried,C0233481
34,5.18,waiting time,C0814636
34,3.75,Registered nurse,C0687673
34,3.68,No Information Available,C1546437
34,3.61,Causing,C0678227
34,3.59,Catch - Finding of sensory dimension of pain,C0231617
34,3.59,Feelings,C1527305
34,3.56,Family,C0015576
34,3.56,Malaysia,C0024552
34,3.5,Anxiety,C0003467
34,3.5,R prime,C2603358
34,3.48,Order (arrangement),C1705176
34,3.47,Shopping:-:Point in time:^Patient:-,C1830414
35,18.48,Iodides,C0021966
35,15.79,Tryptophanase,C0041260
35,10.42,Experimental Finding,C2825141
35,5.18,Finding,C0243095
35,5.18,Have You Felt Like Crying,C3829741
35,5.18,Impacted tooth,C0040456
35,5.18,Sleep,C0037313
35,5.18,Work,C0043227
35,5.18,day,C0439228
35,4.12,Sleep behavior finding,C0474396
35,3.68,Registered nurse,C0687673
35,3.59,Feelings,C1527305
35,3.59,Offspring,C0680063
35,3.57,COVID-19,C5203670
35,3.57,Due to,C0678226
35,3.54,Patient Condition Code - Stable,C1547311
35,3.5,Right,C0205090
35,3.47,Has difficulty doing (qualifier value),C1299586
35,3.47,Lot Number,C1115660
35,3.46,More,C0205172
35,3.46,Then,C1883708
35,3.46,Usual,C3538928
35,3.44,Continuous,C0549178
35,3.44,Depressed mood,C0344315
35,3.42,Numbers,C0237753
35,3.42,year,C0439234
36,19.22,Bohring syndrome,C0796232
36,15.79,Feelings,C1527305
36,15.19,husband,C0242664
36,14.7,Office,C0442603
36,11.22,Personnel Selection,C0031222
36,10.72,AKR1B10 gene,C1412323
36,10.67,New,C0205314
36,10.42,Current (present time),C0521116
36,10.42,Tryptophanase,C0041260
36,8.28,Railway train,C0336809
36,7.61,Health,C0018684
36,7.61,Pressure (finding),C0460139
36,7.53,GORAB gene,C1822658
36,7.39,Works at home,C0557392
36,7.36,Lupus erythematosus tumidus,C0406636
36,7.28,Sharing (Social Behavior),C0237876
36,7.28,Work,C0043227
36,7.24,Authorization Mode - In Person,C1547564
36,7.23,Weekly,C0332174
36,7.23,Training Programs,C0040607
36,7.11,Screening procedure,C0220908
36,5.18,At home,C4534363
36,5.18,At risk,C1444641
36,5.18,Basement,C1979853
36,5.18,Hand,C0018563
36,5.18,Now (temporal qualifier),C1948052
